settore_attivita,n_dipendenti,metri_quadri,numero_sedi,percentuale_tempo_determinato,certificazione_iso_45001,settore_regolamentato,presenza_macchinari_pesanti,lavoro_in_quota,presenza_sostanze_chimiche,rumorosita_db,presenza_videoterminali,temperatura_ambiente,presenza_sistemi_elettrici,numero_macchinari,quantita_sostanze_chimiche,rischio_meccanico,rischio_caduta,rischio_chimico,rischio_rumore,rischio_elettrico,rischio_informatica
Energia,126,143,4,30.407504310080636,0,1,0,0,1,86.88359310448587,1,19.154179168482663,0,4,237.70761543577,0.2223596569259852,0.17382022587478002,0.23770761543577001,0.7813932184080978,0.1,0.7
Turismo,799,2403,3,72.13504554198762,0,0,0,1,1,96.77013284523068,0,30.549962136895836,1,14,103.69514562858761,0.09751175905378415,0.7539329642022063,0.10369514562858761,0.9461688807538446,0.8,0.2
Energia,648,1990,7,49.20209217466941,0,1,0,0,1,69.49745219465163,0,18.708820269495224,0,34,659.3940868059041,0.7181592809036604,0.1456219683618455,0.6593940868059041,0.4916242032441938,0.1,0.2
Educazione,337,199,5,20.83179285616724,0,0,0,1,1,43.865631461401144,0,24.60927338482815,1,56,477.516154683987,0.6647752350473771,0.812385809091456,0.477516154683987,0.0644271910233524,0.8,0.2
Finanza e assicurazioni,930,8243,3,83.03453505311194,1,0,0,1,1,48.75983260471821,0,22.737707969895332,1,65,314.3440620905297,0.8480246579557479,0.944384535040058,0.3143440620905297,0.1459972100786369,0.8,0.2
Finanza e assicurazioni,332,3046,5,62.1419556007871,1,0,0,0,1,80.98585730294127,0,21.79284998894712,0,64,158.39978198895122,0.6722090004543265,0.1097331756745462,0.15839978198895122,0.6830976217156878,0.1,0.2
Finanza e assicurazioni,148,464,1,91.25142141615375,1,0,0,1,0,99.88111727266624,1,30.769609281676072,1,76,294.80701379520855,0.6480140671668995,0.9161856228052019,0.0,0.9980186212111041,0.8,0.7
Trasporti e logistica,837,2326,5,21.050289309750745,0,0,0,0,1,63.933296573727134,0,30.09716254069769,0,54,808.6223183222364,0.6832784499943387,0.16878051087879997,0.8086223183222364,0.3988882762287856,0.1,0.2
Educazione,474,6482,5,84.98382184623804,0,0,0,1,1,87.1347652184654,0,21.727405195021763,1,61,402.8570870030307,0.9370576642580326,0.8454410383115596,0.4028570870030307,0.7855794203077567,0.8,0.2
Media e intrattenimento,395,5795,7,83.50335955880158,1,0,1,0,1,84.31611306352778,1,34.01023846874778,0,88,932.5204672273928,0.6539700997661957,0.1482445099581261,0.9325204672273928,0.7386018843921297,0.1,0.7
Commercio,149,9858,2,69.21420448366216,1,0,1,1,1,62.910377422982904,0,26.876966166272204,1,90,476.6458626196076,0.6177599354005027,0.8155805331046003,0.4766458626196076,0.38183962371638175,0.8,0.2
Edilizia,219,4968,6,2.0432326007016277,1,0,0,0,0,81.00229891756152,0,26.939906302386202,1,81,129.0924906678542,0.9008435111992895,0.03192879372952356,0.0,0.6833716486260253,0.8,0.2
Agricoltura,352,6667,5,6.374540377011606,1,0,0,0,0,63.66083594213194,0,31.707388551810133,0,18,312.77845514059754,0.19338349279790867,0.05995358710932428,0.0,0.39434726570219897,0.1,0.2
Industria manifatturiera,854,5462,5,76.82260817696304,1,1,0,0,1,56.72023340374773,0,34.848239526066656,0,76,189.24547343510923,0.7495171243037255,0.06391454974636583,0.18924547343510922,0.27867055672912877,0.1,0.2
Tecnologia,598,1159,9,74.27387243177623,1,0,0,0,0,79.5330091030286,1,19.224329281007154,0,32,525.6929035956684,0.909948432325712,0.028287642063235998,0.0,0.6588834850504768,0.1,0.7
Energia,380,8713,6,24.192336922749526,0,1,1,0,0,62.1889166235488,1,32.173924646920256,0,33,221.90482676731992,0.9371041330655038,0.03325015835988563,0.0,0.36981527705914663,0.1,0.7
Finanza e assicurazioni,829,9491,9,91.17561440645098,0,0,0,0,1,74.57002437599205,0,16.479073053824564,1,19,826.2286790606496,0.057661165017044214,0.0771450586946692,0.8262286790606496,0.5761670729332008,0.8,0.2
Energia,124,7003,5,5.169819963438194,1,1,0,0,1,64.12278767084291,0,34.75538655840213,0,34,388.7386640167312,0.9092048297460034,0.15016779738656036,0.3887386640167312,0.4020464611807152,0.1,0.2
Tecnologia,429,80,5,28.905778715783846,1,0,1,0,0,66.16674986787223,1,32.18767471160777,0,12,206.6673781790396,0.9670306156306351,0.07134984502605783,0.0,0.4361124977978704,0.1,0.7
Tecnologia,865,2502,9,62.534194418183475,1,0,0,0,0,61.650311204651544,0,30.642869197057376,0,94,863.6503611828775,0.8185683924357785,0.16400224584873205,0.0,0.36083852007752576,0.1,0.2
Sanità,993,262,9,71.19718452379895,0,0,1,0,0,58.08459599615341,1,34.99059379378856,1,37,403.35265486334595,0.9836635624025167,0.12118142836420145,0.0,0.3014099332692235,0.8,0.7
Trasporti e logistica,493,855,4,68.61005844752655,1,0,1,1,0,59.10284310862944,1,26.30191089463061,1,40,41.3402242760671,0.8145872474158257,0.8214264523140316,0.0,0.3183807184771574,0.8,0.7
Energia,710,8530,8,73.46615431690637,1,1,1,0,0,46.624768748889444,0,30.140762899181908,1,1,170.65678037638233,0.8741237577610684,0.028861964624716376,0.0,0.11041281248149074,0.8,0.2
Trasporti e logistica,868,8784,6,36.71485611054728,1,0,1,0,1,80.36257833169034,0,22.169022930977793,1,6,71.41201478548808,0.77412574386371,0.13939217641177734,0.07141201478548809,0.6727096388615057,0.8,0.2
Telecomunicazioni,860,602,6,5.231369376939443,0,0,0,0,0,67.19174889463478,1,30.399354362685227,0,16,751.0520545361734,0.13096238956755885,0.12237886338043416,0.0,0.45319581491057975,0.1,0.7
Tecnologia,519,118,9,58.18366066295457,0,0,1,1,0,62.669964205845204,0,17.37224230488961,0,31,855.7252675809432,0.6208707211887763,0.9280405539552359,0.0,0.37783273676408674,0.1,0.2
Trasporti e logistica,365,851,8,78.58968391731219,1,0,1,1,1,61.05748697244829,0,15.409749162921738,0,92,351.61440835997007,0.9874687611500772,0.8937124661985083,0.35161440835997004,0.35095811620747147,0.1,0.2
Commercio,977,9069,4,49.07734760570036,0,0,0,1,0,51.25785689493068,0,26.29514056473849,1,89,496.2091852318352,0.6519179624727582,0.884450733948736,0.0,0.18763094824884471,0.8,0.2
Agricoltura,381,1290,4,97.32376380402393,1,0,1,0,0,45.748009102249405,1,21.209802032986346,1,33,364.5247048641203,0.6743751098535841,0.18855197900216553,0.0,0.09580015170415675,0.8,0.7
Tecnologia,266,9512,6,2.8258558213222207,1,0,1,0,0,47.07845899421953,1,34.77091733825422,0,16,706.4182764990137,0.9522318897350529,0.07512639534557514,0.0,0.11797431657032552,0.1,0.7
Edilizia,122,4888,8,35.00272854600417,0,0,1,1,0,66.39889401729634,0,30.417182876066096,1,61,470.9880604413267,0.6949979645589239,0.830443981003618,0.0,0.43998156695493906,0.8,0.2
Industria manifatturiera,651,9147,1,22.893863385518852,1,1,1,1,1,73.46858072700158,1,28.472978182738302,0,33,701.8410787698801,0.7306505351601091,0.9847348459120793,0.7018410787698801,0.5578096787833596,0.1,0.7
Sanità,67,7705,7,34.49119988218791,0,0,0,0,1,57.13466237500741,1,18.917529937387823,1,73,938.8241932147707,0.8233143552375409,0.17968552572239668,0.9388241932147707,0.28557770625012346,0.8,0.7
Media e intrattenimento,594,6844,4,14.239334797997982,1,0,1,1,1,88.75609256798197,0,18.930732716642417,0,20,554.3319555701571,0.988007432541504,0.8046463353520832,0.5543319555701571,0.8126015427996994,0.1,0.2
Educazione,286,6618,1,9.273719749978138,1,0,0,0,0,71.18048756313905,1,16.707588111333457,0,91,704.7406759614295,0.7833584081696672,0.06310028180145513,0.0,0.5196747927189842,0.1,0.7
Telecomunicazioni,267,7770,2,43.860116333108046,0,0,1,0,0,67.5055460517687,0,19.728654537420653,0,3,209.8134271456622,0.878969316010366,0.07748639184430316,0.0,0.4584257675294784,0.1,0.2
Edilizia,236,7787,4,56.545197190349406,0,0,0,0,1,60.9509851219241,1,23.613671485096773,0,68,543.1900965559502,0.6752385249055645,0.12556495284202845,0.5431900965559502,0.34918308536540166,0.1,0.7
Edilizia,749,6112,6,1.364843585490061,1,0,1,1,1,80.83618698407352,0,25.7081083706112,0,84,195.6985616333462,0.7779190226840169,0.700094485107505,0.1956985616333462,0.6806031164012254,0.1,0.2
Energia,813,7923,7,9.346087051898767,1,1,1,0,0,54.845123850342915,0,21.54766456246405,0,11,253.53451585145592,0.9898464331791947,0.09111463483255894,0.0,0.24741873083904858,0.1,0.2
Commercio,184,1308,6,50.43762831402694,1,0,1,1,1,68.63762986677581,1,19.362848375459063,1,28,697.0108781849418,0.9124865731300391,0.8284734499272002,0.6970108781849418,0.47729383111293017,0.8,0.7
Turismo,117,2697,5,27.5394328060102,0,0,0,1,1,49.60633201574778,0,16.92593351600675,1,67,298.707802773245,0.8145632666715886,0.800229132034293,0.29870780277324505,0.16010553359579635,0.8,0.2
Commercio,367,2405,7,85.70334890160417,1,0,1,0,1,49.57783077627599,0,18.20601947020114,0,47,92.0104395327046,0.9176996023865809,0.14318930888118003,0.09201043953270459,0.15963051293793312,0.1,0.2
Edilizia,633,2266,2,78.45747911349747,0,0,0,1,0,77.39988052515294,1,17.62589797621722,1,76,192.3814470610473,0.8269152944172253,0.799341624213011,0.0,0.6233313420858823,0.8,0.7
Edilizia,120,7713,9,99.46341407911133,0,0,0,1,1,73.96565101168767,0,22.545758430712397,1,38,761.3801073622968,0.7329596133261163,0.7291714861595965,0.7613801073622968,0.5660941835281278,0.8,0.2
Turismo,168,1991,4,39.26992117642286,0,0,0,0,0,41.79646899797726,0,21.331437684599777,0,82,720.0739284689564,0.948923198251769,0.003633200343294374,0.0,0.02994114996628762,0.1,0.2
Commercio,648,3080,5,91.16095122197082,0,0,1,0,1,77.51639627627972,1,34.955412047039964,1,67,351.260418808212,0.8759273247607742,0.08093688005154596,0.351260418808212,0.6252732712713287,0.8,0.7
Educazione,598,6028,1,90.72342494957648,1,0,0,1,1,90.92830602016011,0,27.093015833232208,0,95,710.5242319642477,0.8623850458076261,0.9824068796757737,0.7105242319642477,0.8488051003360018,0.1,0.2
Commercio,634,464,6,48.52283924977989,0,0,0,0,0,95.97684963740336,0,28.93379922288985,1,39,883.1273964313488,0.7672859303864863,0.13683010189501735,0.0,0.9329474939567227,0.8,0.2
Agricoltura,102,2323,8,22.415200586521088,1,0,0,0,0,47.372915766371804,1,18.76976707765526,1,3,807.0320393863532,0.1520787524755404,0.007435120218180536,0.0,0.12288192943953007,0.8,0.7
Commercio,462,5920,8,80.63242990459183,1,0,1,1,1,90.88746282292323,0,30.66725457106542,0,18,968.6785894619998,0.6778836358693271,0.8096887042258583,0.9686785894619998,0.8481243803820537,0.1,0.2
Educazione,193,3844,9,7.085364012924844,0,0,0,0,1,48.569007644463355,1,25.816932404398635,0,96,637.2966374701844,0.6707742207071169,0.016433596247122706,0.6372966374701844,0.14281679407438924,0.1,0.7
Media e intrattenimento,53,3301,2,73.55788519492363,0,0,0,0,0,50.05328275835023,0,30.785809456720195,0,80,667.3060450374296,0.9414666633192278,0.12497173235603676,0.0,0.16755471263917046,0.1,0.2
Telecomunicazioni,164,1251,7,4.21695056759871,0,0,0,1,1,77.91883022859447,1,25.672757377264613,1,92,19.822475152087126,0.6284234231169746,0.8092384636168478,0.019822475152087127,0.6319805038099079,0.8,0.7
Educazione,277,640,2,21.398304889878673,1,0,1,1,1,96.6715976773624,1,28.355073390374464,1,51,157.93245866489357,0.7307428123246013,0.9954009208381217,0.15793245866489358,0.94452662795604,0.8,0.7
Trasporti e logistica,815,654,7,95.48122582206129,0,0,1,0,1,71.40284305724236,1,29.66534878506169,1,32,213.79518899878448,0.747187664268776,0.032667939031940096,0.21379518899878447,0.523380717620706,0.8,0.7
Educazione,77,2175,8,31.256956764440126,0,0,1,0,0,85.96327738234336,1,25.62235853779779,1,41,253.7808693074677,0.836092548733061,0.15518767238480768,0.0,0.766054623039056,0.8,0.7
Sanità,174,8733,5,16.580668397268404,1,0,0,1,0,72.78601486220555,0,15.494264228123594,0,16,427.9249640576654,0.1246628261306745,0.8888182320114097,0.0,0.5464335810367591,0.1,0.2
Trasporti e logistica,776,1189,8,24.29239754427719,0,0,0,0,1,81.50173341157185,0,19.112155960785095,0,96,961.5439599014244,0.7550535457665332,0.14842118537070642,0.9615439599014244,0.6916955568595308,0.1,0.2
Edilizia,34,3645,8,97.15452568202,0,0,0,1,0,76.9173807646341,1,29.817921359585185,0,82,829.9793591810018,0.6868011300341521,0.9257569373492444,0.0,0.6152896794105683,0.1,0.7
Servizi,48,3209,7,55.75250878894323,0,0,0,0,0,58.928775305605775,0,33.58703698473721,0,44,976.997564517819,0.6378314300286834,0.03840068484774069,0.0,0.31547958842676294,0.1,0.2
Turismo,570,1724,5,89.22702296816304,1,0,1,0,1,84.15576467100293,0,22.40526732867034,1,48,484.4452013019347,0.6359649400539806,0.1290618085493053,0.4844452013019347,0.7359294111833822,0.8,0.2
Finanza e assicurazioni,216,4919,3,94.38564332274039,0,0,1,0,0,92.47394291599011,1,15.637638833681354,1,61,850.3019345144629,0.847140268553932,0.15659199013842082,0.0,0.8745657152665018,0.8,0.7
Turismo,198,5127,3,55.14606543895885,1,0,1,1,1,67.19336399188143,0,24.388149791498932,0,69,255.12701273890204,0.9260657777185648,0.9381148964524246,0.25512701273890204,0.45322273319802375,0.1,0.2
Edilizia,308,9362,8,55.62813698099258,0,0,1,1,1,80.34356779588137,0,31.062050214801904,0,80,915.314560186778,0.9930609528341713,0.8015993038768722,0.9153145601867779,0.6723927965980229,0.1,0.2
Commercio,291,5579,2,15.576466240382159,0,0,1,0,0,57.2505629276465,0,16.0208695900332,1,28,386.34923437598854,0.8290835381964899,0.09075533779508971,0.0,0.28750938212744165,0.8,0.2
Finanza e assicurazioni,590,2592,4,90.24054216249176,0,0,0,0,0,84.10804282217603,1,28.360706495745728,0,42,812.4528126913972,0.7836896140441709,0.15101798149204332,0.0,0.7351340470362672,0.1,0.7
Commercio,776,9705,3,27.699902489659856,0,0,0,1,1,58.603849224680786,1,20.17943007573682,0,70,916.4312673995295,0.6759368749781683,0.7154869247666564,0.9164312673995295,0.31006415374467977,0.1,0.7
Trasporti e logistica,8,412,2,42.183485586870106,1,0,1,1,0,43.03518139670256,1,15.718814553347062,0,63,316.2089278406358,0.6108400842398662,0.7728600320034842,0.0,0.05058635661170937,0.1,0.7
Educazione,579,4288,9,11.983848391972817,1,0,0,1,1,64.2409158287184,0,22.91460472375936,1,44,559.3768330908115,0.8633292551035329,0.9346877465222925,0.5593768330908115,0.40401526381197334,0.8,0.2
Industria manifatturiera,189,5254,7,55.59294787150263,0,1,0,1,0,56.24135417187074,0,15.249759852988245,0,78,618.413724880705,0.6522431271198428,0.7965202293758662,0.0,0.27068923619784563,0.1,0.2
Commercio,575,1913,3,25.48175964612609,0,0,0,0,0,58.29322213937945,0,33.217798707751754,1,58,321.3541766195989,0.665195471777981,0.08011170073154801,0.0,0.3048870356563242,0.8,0.2
Industria manifatturiera,324,6704,4,55.68019814374276,0,1,0,0,0,74.16573849310824,0,19.897461036731013,0,43,627.886127795254,0.7931208844451609,0.04299667826353946,0.0,0.5694289748851372,0.1,0.2
Tecnologia,397,7215,8,0.8332641015846409,0,0,0,0,1,76.80701216345696,0,33.279121793408116,0,45,889.4069506411903,0.7734695133505012,0.020026341951709783,0.8894069506411902,0.6134502027242826,0.1,0.2
Agricoltura,201,7133,7,95.50129024353865,0,0,1,0,0,50.56579868138628,0,19.559104480640556,0,0,870.4776415830163,0.6641257385897983,0.06816314966166857,0.0,0.1760966446897714,0.1,0.2
Telecomunicazioni,937,1498,3,49.611245810628425,0,0,0,0,1,77.83072356657837,1,22.797070820822864,1,11,305.36921640866245,0.060295912282755625,0.031436636765274285,0.30536921640866244,0.6305120594429728,0.8,0.7
Trasporti e logistica,876,9593,6,14.529708311972566,0,0,1,1,1,87.12064345645817,0,22.706032443411928,1,84,592.2953651823353,0.9884037179929828,0.9090500846626605,0.5922953651823353,0.7853440576076361,0.8,0.2
Trasporti e logistica,126,5874,2,13.393720936356823,0,0,0,0,1,80.10266768157223,1,16.024792194769507,0,79,22.24919331808284,0.7844462946917525,0.1497480165791743,0.02224919331808284,0.6683777946928705,0.1,0.7
Edilizia,982,9791,4,52.98879584193185,0,0,1,0,0,45.495090728808805,1,33.48480202780365,1,51,13.45789843140366,0.7316998944774222,0.04333954760677259,0.0,0.09158484548014674,0.8,0.7
Turismo,613,8722,2,89.92541948817632,1,0,1,0,0,59.644452683259274,1,32.637072160044674,0,28,976.3390985600763,0.8876886963008672,0.19705729566311223,0.0,0.32740754472098793,0.1,0.7
Trasporti e logistica,629,4734,7,98.13051165738466,0,0,0,1,1,46.63204188170352,0,32.84280225400404,0,98,318.3087670007265,0.6876482063085579,0.8734482825567617,0.3183087670007265,0.11053403136172536,0.1,0.2
Media e intrattenimento,334,4992,5,81.13716340122897,1,0,1,0,0,78.26795071895145,1,28.024609784400823,0,61,152.77908292402108,0.9260611235648918,0.09090756292944775,0.0,0.6377991786491909,0.1,0.7
Sanità,716,7629,8,88.38822678998982,0,0,0,1,1,58.656959552388365,0,33.33990399273752,1,93,283.69083402146447,0.6798392108070415,0.9953570634576225,0.28369083402146444,0.3109493258731394,0.8,0.2
Tecnologia,147,1625,4,62.66021226144227,0,0,1,1,1,54.69537313017408,1,19.570354468252848,0,47,68.69303602927678,0.7398135257433587,0.7222051367731194,0.06869303602927679,0.2449228855029014,0.1,0.7
Edilizia,385,2819,1,74.2845657023759,0,0,1,1,1,97.20085582038448,0,20.988880247704405,1,43,198.02841960938545,0.9849067136635502,0.7223850693576618,0.19802841960938544,0.9533475970064079,0.8,0.2
Commercio,403,9448,3,58.914166462948856,1,0,1,0,0,59.98658798455102,0,29.835797484531213,1,13,334.7679863105828,0.6578702767485269,0.048111166100293604,0.0,0.33310979974251703,0.8,0.2
Agricoltura,991,1308,1,83.39263203037231,0,0,0,1,1,82.89301377528889,1,22.22323371802857,1,4,894.6423378227828,0.05216335532164238,0.8772073379859403,0.8946423378227828,0.7148835629214816,0.8,0.7
Sanità,378,2919,4,93.20874882385478,1,0,1,1,1,44.28589844416178,1,16.55407811356699,1,30,638.9525597756327,0.6061494908695672,0.7265080517012664,0.6389525597756327,0.07143164073602967,0.8,0.7
Tecnologia,366,9004,8,42.98105630577942,1,0,0,1,0,52.2807418650507,0,23.225004064408644,0,89,485.85931205993916,0.8259625405281732,0.9277475298184775,0.0,0.20467903108417834,0.1,0.2
Sanità,467,3510,4,9.736988579125526,0,0,1,0,0,58.97323774661969,0,34.81631318665424,0,37,373.9699698366779,0.6698264945327868,0.0817380442099198,0.0,0.3162206291103281,0.1,0.2
Trasporti e logistica,17,8668,3,6.92160829593017,0,0,0,0,1,77.37964686303471,0,19.6313627429429,0,23,1.5419972120652714,0.924842436878437,0.06788850483178004,0.0015419972120652714,0.6229941143839118,0.1,0.2
Tecnologia,379,6562,3,12.948851107358283,1,0,0,0,0,91.14117897499901,0,28.175855569885485,0,34,354.4338268431784,0.6706683932442942,0.1745170777270745,0.0,0.8523529829166502,0.1,0.2
Finanza e assicurazioni,968,716,7,4.901140330858411,0,0,0,1,1,79.55776487417467,0,19.138966384124444,1,23,782.7424577317198,0.747307389023695,0.9450094049159065,0.7827424577317198,0.6592960812362444,0.8,0.2
Agricoltura,437,6592,5,73.8955201870505,0,0,1,0,1,78.0108133444154,1,28.00173561537504,1,62,673.7653955659872,0.6564056565979741,0.1548942814027815,0.6737653955659872,0.6335135557402566,0.8,0.7
Trasporti e logistica,416,4894,9,15.266771621712927,0,0,1,1,1,90.4114709945967,1,17.70360778561212,0,67,695.1145743915296,0.9857831955503562,0.9769782917163838,0.6951145743915296,0.8401911832432784,0.1,0.7
Trasporti e logistica,698,4139,4,30.00245711498216,0,0,1,0,1,91.32282015576396,1,18.652984113538494,1,99,880.3027151830732,0.8807532342499549,0.1677204790653944,0.8803027151830732,0.8553803359293994,0.8,0.7
Finanza e assicurazioni,505,672,8,77.03937171917306,0,0,0,0,0,63.22503912486455,1,23.633664182158352,0,86,111.43788157344503,0.943484860720889,0.15447117363957064,0.0,0.3870839854144092,0.1,0.7
Turismo,100,4997,6,88.2069746174442,1,0,1,0,1,78.24097253038408,1,18.90016007756004,0,2,906.125988352808,0.9887460699206478,0.10441765667554437,0.906125988352808,0.637349542173068,0.1,0.7
Agricoltura,974,339,8,93.91255346879606,1,0,1,1,0,59.92240145099932,1,28.35207026180726,1,2,151.32463145194353,0.6552796132365531,0.7284081596819745,0.0,0.33204002418332196,0.8,0.7
Edilizia,167,6253,7,59.63743285183588,1,0,0,1,1,78.57856646381228,1,22.412984367841865,1,13,628.1159212755118,0.016976455363057363,0.8115146139245735,0.6281159212755119,0.6429761077302046,0.8,0.7
Agricoltura,849,728,9,59.208689595580424,1,0,0,0,1,61.44789020732365,1,33.57633879847515,1,28,540.743434908963,0.970477854472269,0.09145327323413686,0.5407434349089629,0.35746483678872754,0.8,0.7
Tecnologia,923,1971,8,74.12932878464427,0,0,1,1,1,71.51547980389145,0,28.730833354302952,0,60,22.318852184310177,0.8749018858154005,0.9464897953110634,0.02231885218431018,0.5252579967315242,0.1,0.2
Media e intrattenimento,86,7814,7,78.44509957284423,0,0,1,0,0,87.6711784150376,0,15.543052503409147,1,40,763.6539558298739,0.7392895691465131,0.027540837523403153,0.0,0.7945196402506267,0.8,0.2
Servizi,450,7119,6,55.3112771766825,1,0,1,1,0,47.11050343733187,0,24.780884129789122,1,90,574.6008547844601,0.8770026617251783,0.9628562322618759,0.0,0.11850839062219785,0.8,0.2
Telecomunicazioni,23,1028,8,70.26519716737491,0,0,1,0,0,94.36290787710881,0,27.89186299345268,1,55,140.53206582514045,0.8115380159024042,0.0759397035176036,0.0,0.9060484646184802,0.8,0.2
Turismo,715,480,7,62.5998864367713,0,0,0,0,0,49.114980819709025,1,27.929529160190036,0,78,381.34704822452505,0.9747739413336917,0.09676646555230517,0.0,0.15191634699515041,0.1,0.7
Trasporti e logistica,665,3244,3,17.91260804656337,1,0,1,1,0,59.6675625954638,1,28.224885340710344,0,39,333.3556660573543,0.6877341211399308,0.9793527777583845,0.0,0.32779270992439663,0.1,0.7
Media e intrattenimento,909,2324,9,41.76706166016109,1,0,0,0,0,69.02403964988773,0,30.800718906358952,0,15,742.8515802984449,0.29727882782207343,0.17964488775720241,0.0,0.48373399416479546,0.1,0.2
Edilizia,545,9327,1,92.56508404921357,0,0,0,0,1,78.93083504110439,1,21.096489573683943,1,18,31.020405721242426,0.11581325820236893,0.16159637561996443,0.031020405721242424,0.6488472506850731,0.8,0.7
Energia,644,8403,5,26.22691376480707,1,1,1,1,1,54.58395035420076,0,20.63107927121284,1,33,895.4589284703258,0.9892525958488033,0.9362669889927577,0.8954589284703257,0.24306583923667932,0.8,0.2
Turismo,360,8370,7,83.14005885027962,1,0,1,1,0,52.07448645098124,0,24.10769014584307,1,68,157.16156877347643,0.8922100833767692,0.8371964912029127,0.0,0.20124144084968734,0.8,0.2
Trasporti e logistica,972,2058,9,56.16398529010452,1,0,0,0,0,67.5057203455784,1,18.473353523606658,0,90,115.08964985664305,0.7368908029051934,0.18337259290884333,0.0,0.4584286724263066,0.1,0.7
Sanità,456,8638,9,52.20140755082144,1,0,1,0,0,76.80757245096031,1,16.121513260085308,1,79,7.236283619188599,0.882703375757905,0.10724694395028744,0.0,0.6134595408493385,0.8,0.7
Servizi,582,5878,2,99.4993221134599,1,0,1,1,1,42.69210985195404,1,24.125985730129432,1,40,775.0911889199322,0.700069827673988,0.9846701949436202,0.7750911889199321,0.044868497532567275,0.8,0.7
Industria manifatturiera,429,4090,4,36.92726241965014,1,1,1,1,0,70.01175903490784,1,28.24958413801211,1,14,470.3823363942753,0.8870752425360584,0.9423554080243273,0.0,0.5001959839151306,0.8,0.7
Servizi,231,6014,2,71.658440021113,1,0,1,1,0,85.99737696794494,0,17.887479998497035,0,67,781.6179851117381,0.6864874142665757,0.726275081611694,0.0,0.766622949465749,0.1,0.2
Servizi,257,3597,6,86.65803690413597,1,0,1,0,0,56.99982534435229,1,30.07219604087268,1,87,587.425196416871,0.7586482593608819,0.08420005236577742,0.0,0.2833304224058715,0.8,0.7
Telecomunicazioni,796,9799,8,61.73542834518988,0,0,0,1,1,84.43376357868941,0,34.9159798150247,0,11,212.26474314197964,0.15316438367162397,0.8844940626639309,0.21226474314197963,0.7405627263114901,0.1,0.2
Finanza e assicurazioni,565,6812,1,34.96343984019569,0,0,0,1,0,71.76900701752065,1,28.128445451174525,1,59,69.71240186572103,0.779746132673766,0.7629146813071794,0.0,0.5294834502920108,0.8,0.7
Edilizia,727,3074,4,90.0461391826326,0,0,1,0,0,60.30709564194109,1,18.109084625629418,1,30,351.64623401177266,0.7739547825332774,0.03863875706910674,0.0,0.3384515940323515,0.8,0.7
Trasporti e logistica,820,2822,9,26.094015087858757,1,0,1,0,1,94.85054037995052,0,31.52294869174005,1,36,320.2614429795495,0.8270126929385037,0.002377152944651484,0.3202614429795495,0.9141756729991752,0.8,0.2
Energia,146,9398,4,58.661399754060895,1,1,0,1,0,94.83775881316343,1,31.274307745110818,0,76,533.0892828103499,0.6570264341567099,0.7020975878746138,0.0,0.9139626468860572,0.1,0.7
Finanza e assicurazioni,489,2228,8,78.39247673313261,0,0,0,1,1,48.20572309360907,1,31.683729178180265,0,59,475.7333114784409,0.945119822236425,0.8541994440600352,0.4757333114784409,0.13676205156015123,0.1,0.7
Finanza e assicurazioni,198,2725,8,30.081487645876294,1,0,1,1,0,97.69554593569458,1,28.90731898773008,1,52,971.8181973557304,0.9052758964921004,0.9260743338193564,0.0,0.9615924322615764,0.8,0.7
Servizi,708,6601,8,72.6665786193842,0,0,0,0,1,75.48504657385524,1,22.58280348417661,0,2,126.25803572741535,0.25851634698625564,0.07298172072337086,0.12625803572741534,0.5914174428975874,0.1,0.7
Servizi,64,9469,6,74.73656560993206,1,0,1,1,1,44.0260923800725,0,18.678589089554134,1,61,912.6766276647954,0.9435550000929409,0.7623970980599635,0.9126766276647954,0.06710153966787497,0.8,0.2
Sanità,782,4939,2,64.6486542562162,1,0,1,1,1,46.65561035096278,1,33.38134408888757,0,23,70.72923194158798,0.8467124498413389,0.9266963410733717,0.07072923194158798,0.11092683918271302,0.1,0.7
Energia,57,7557,5,42.19418985729625,1,1,1,1,1,85.42200542838906,1,27.06968329516865,0,23,449.2385585014391,0.7847223716545868,0.8471761268650222,0.4492385585014391,0.7570334238064843,0.1,0.7
Turismo,480,8668,6,76.80562640739319,0,0,0,0,0,70.52771085712521,0,24.406571997450886,0,44,113.13620576714368,0.9911862590956609,0.17100588724100135,0.0,0.5087951809520869,0.1,0.2
Energia,773,4351,8,79.76384662366975,0,1,1,1,1,53.276415531358836,0,16.435813374484237,1,15,305.33564337251585,0.7143609133112496,0.765813931375749,0.30533564337251584,0.22127359218931394,0.8,0.2
Agricoltura,559,9579,3,77.18980805765175,0,0,1,1,1,77.81981126477129,1,28.269029102444183,1,41,763.1577669208967,0.8453794768334899,0.7142703147822967,0.7631577669208968,0.6303301877461881,0.8,0.7
Commercio,378,7421,7,5.525516691321696,0,0,0,1,1,71.29165829324309,1,19.109422371702628,0,96,900.8093076188436,0.8216271447876049,0.8335158498964955,0.9008093076188436,0.5215276382207181,0.1,0.7
Energia,816,1058,4,0.11312874044530075,1,1,0,1,1,54.74828947396638,0,31.475470106065437,1,28,628.2409345868155,0.7121458606057195,0.8543372654382793,0.6282409345868154,0.24580482456610633,0.8,0.2
Servizi,253,162,8,66.38510678544417,1,0,0,0,0,91.15883408496913,1,22.822993754221343,1,9,591.3727532061537,0.24263018102423933,0.06962379088408947,0.0,0.8526472347494854,0.8,0.7
